# docs/pointer-groundtruth.tsv — THE LABELLED GROUND TRUTH for the bare-pointer class.
#
# WHAT THIS IS. Every `<token> in <target>` construction in paper-III.md and paper-IV.md at
# revision 07cd47e whose TARGET is BARE under wt160's named-target tests N1-N6 — 341 rows, of
# 444 constructions in all (282 here from Paper III, 59 from Paper IV). Those are REVIEW-028
# section 3's and section 6.4's numbers, reproduced row for row by scripts/wt166_pointer_groundtruth.py,
# which imports wt160's own _flatten, _target_window and _is_named rather than re-implementing them.
#
# WHY IT EXISTS. REVIEW-028 established that the count wt160 and wt163 return is a property of
# the VERB LIST. Its section 8 falsifier 5 named the one attack that could still rescue the
# enumeration — carve out a defensible sub-class of bare targets STRUCTURALLY, with no verb list —
# and observed that nobody had run it because nobody had the labels. Without labels there is no
# truth set, so no proposed detector can be scored at all. These are the labels.
#
# HOW IT WAS BUILT. All 341 rows were READ, in context, by wealthTensor-89. No verb list was
# consulted while labelling: a ground truth built with a word list cannot score a word list.
# The adjudication rule is REVIEW-028 section 3's, fixed before this reading and unchanged:
#
#   POINTER iff (a) the construction asserts that some content is LOCATED IN a document,
#   artefact, run or record — the reader is being asked to go there to check — AND (b) the
#   target as written carries no handle a reader could follow.
#
# Clause (b) holds for all 341 by construction, since N1-N6 are silent on every row. So the
# labelling decides clause (a) alone, 341 times.
#
# COLUMNS.  file · line · token · target · label · confidence · reason
#   (file, line, token, target) is the KEY. It is unique across all 341 rows and every component
#   is recomputed from 07cd47e, so the labels cannot drift from the corpus: wt166 REFUSES (exit 2)
#   if the recomputed key set differs from this file's by a single row.
#   `line` is the source line of the FLATTENED text's match, as wt160 reports it.
#   `confidence` is FIRM or SOFT. SOFT marks a row this session judges could defensibly go the
#   other way, and it is not decoration: wt166 scores every candidate test THREE times — against
#   the labels as written (PRIMARY, 15 pointers), against FIRM pointers only (STRICT, 11), and
#   against PRIMARY plus every SOFT NOT-POINTER (LOOSE, 51) — so no verdict in REVIEW-029 rests
#   on a judgement call. There are 36 SOFT NOT-POINTER rows.
#
# THE ONE ROW REVIEW-028 MISSED. `III 1261 are in the run logs` is a bare pointer under this rule
# and it is NOT among REVIEW-028 section 4's fourteen. Its verb is the COPULA. REVIEW-028's own
# vocabulary-free reading filtered the corpus's 264 tokens at step 2 by keeping "every token that
# could locate content in an artefact" — and `are` does not look like a locating verb even though
# it does the locating work. That is REVIEW-028 section 8 falsifier 1, fired, and it means the
# vocabulary-free reading had a covert vocabulary after all. See REVIEW-029 section 5.
#
# THE LABELS ARE AT 07cd47e AND DO NOT MOVE WHEN THE MANUSCRIPTS ARE REPAIRED. wt164 repaired
# four of these rows at HEAD and wt167 repairs a fifth; wt166 always reads 07cd47e, so a repair
# cannot silently invalidate the ground truth. That is deliberate.
file	line	token	target	label	confidence	reason
III	2167	held	the gap and released at rate α	NOT-POINTER	FIRM	'held in the gap and released at rate alpha' is the model's own state variable
III	2195	symbol	this programme's working notes	NOT-POINTER	SOFT	'this programme's working notes' are given as the MOTIVE for stating notation, not as the location of evidence; the reader is not sent there — the softest NOT-POINTER in this file, since it is the exact target-shape of the III-2 defect that founded the class
III	2200	expressed	the same numeraire	NOT-POINTER	FIRM	'expressed in the same numeraire' names a unit system
III	2210	measured	different units	NOT-POINTER	FIRM	'measured in different units' names a unit system
III	2210	exists	any unit of wealth	NOT-POINTER	FIRM	'exists in any unit of wealth' quantifies over unit systems
III	2237	stock	currency over a physical stock in joules	NOT-POINTER	FIRM	'a claim stock in currency' names a unit
III	2237	stock	joules	NOT-POINTER	FIRM	'a physical stock in joules' names a unit
III	2240	is	no position to commit it a second time in its own defence	NOT-POINTER	FIRM	idiomatic: 'is in no position to'
III	2240	time	its own defence	NOT-POINTER	FIRM	idiomatic: 'a second time in its own defence'
III	2243	stake	this framework tracks a quantity of that dimension against a global target	NOT-POINTER	FIRM	'no stake in this framework' is idiomatic
III	2247	availability	principle*	NOT-POINTER	FIRM	'availability in principle' is a modal qualifier
III	2247	measurement	fact	NOT-POINTER	FIRM	'measurement in fact' is a modal qualifier
III	2250	conclusion	this paper depends on the coupling's value	NOT-POINTER	SOFT	'no conclusion in this paper' is self-referential to the document in hand
III	2253	working	is invented"*	NOT-POINTER	FIRM	'the dimension you are working in' — stranded preposition inside a quoted objection
III	2260	dressed	units**	NOT-POINTER	FIRM	'dressed in units' names a unit system
III	2261	layer	joules at scale E₀	NOT-POINTER	FIRM	'the physical layer in joules' names a unit
III	2261	layer	currency	NOT-POINTER	FIRM	'the claim layer in currency' names a unit
III	2282	module	which nothing depends on a parameter *because the parameter is never used*	NOT-POINTER	FIRM	'a module in which' heads a relative clause about a hypothetical module
III	2295	differing	energy scale (1 J against 6.02 × 10²³ J	NOT-POINTER	FIRM	respect: 'differing in energy scale'
III	2312	times	other costumes	NOT-POINTER	FIRM	figurative: 'refused three times in other costumes'
III	2338	copy	the author's possession	NOT-POINTER	FIRM	'the copy in the author's possession' defines which edition was consulted; the reader cannot and need not go there
III	2345	dual-dated	the other direction	NOT-POINTER	FIRM	'dual-dated in the other direction' names a convention, defined in the same sentence
III	2356	appear	the article of record	NOT-POINTER	FIRM	'may not appear in the article of record' names a class of version, not one artefact
III	2358	so	its own note	NOT-POINTER	SOFT	self-locating: 'its own note' is the note printed in the same reference entry; REVIEW-028 marginal M5's class
III	2359	stating	its own note why it is unmarked	NOT-POINTER	SOFT	self-locating: 'its own note' is printed in the same entry
III	2360	entries	the list	NOT-POINTER	SOFT	self-locating: 'the list' is this reference list
III	2372	named	its own title	POINTER	SOFT	offers 'its own title' as where a result is named; the title is printed in the same entry, which makes it self-locating and the softest of REVIEW-028's ten (row 5)
III	2388	paper	*The Accounting Review*	NOT-POINTER	FIRM	'the different 2013 paper in *The Accounting Review*' names a journal, and the paper is identified by handle in the same clause
III	2392	occurring	the theory of radioactive transformations	NOT-POINTER	FIRM	part of a cited work's title: 'occurring in the theory of radioactive transformations'
III	2398	lags	book value and their effects on the ability of the book-to-market ratio	NOT-POINTER	FIRM	part of a cited work's title: 'Biases and lags in book value'
III	2400	named	its own title	POINTER	SOFT	offers 'its own title' as where a decomposition is named; self-locating in the same entry (REVIEW-028 row 6)
III	2423	quoted	the paper in the form used here	NOT-POINTER	SOFT	'quoted in the paper in the form used here' — 'the paper' is the reference entry's own subject; REVIEW-028 marginal M5
III	2423	paper	the form used here	NOT-POINTER	FIRM	'in the form used here' names a form of statement, not a place
III	2427	result	the form a reader may find more familiar	NOT-POINTER	FIRM	'in the form a reader may find more familiar' names a form of statement
III	2431	Read	full text	NOT-POINTER	FIRM	'Read in full text' describes the reading, not a location; the copy is identified by DOI in the same note
III	2441	elsewhere	the literature	NOT-POINTER	FIRM	'elsewhere in the literature' names a body of literature
III	2455	concentrations	the one compartment body model as a function of time with first-order	NOT-POINTER	FIRM	part of a cited work's title: 'concentrations in the one compartment body model'
III	2469	knowledge	society	NOT-POINTER	FIRM	part of a cited work's title: 'The use of knowledge in society'
III	2476	flip-flop	population pharmacokinetic analyses	NOT-POINTER	FIRM	part of a cited work's title: 'The influence of flip-flop in population pharmacokinetic analyses'
III	2484	pagination	the deposit consulted	NOT-POINTER	FIRM	'without internal pagination in the deposit consulted' describes the copy consulted, identified in the same entry
III	2486	conservatism	financial accounting data	NOT-POINTER	FIRM	part of a cited work's title: 'Identifying conditional conservatism in financial accounting data'
III	2489	read	full for the decomposition	NOT-POINTER	FIRM	manner: 'read in full for the decomposition'
III	2490	unreliably	that copy	NOT-POINTER	FIRM	'rendered unreliably in that copy' describes the copy named in the preceding clause
III	2500	read	full	NOT-POINTER	FIRM	manner: 'read in full'
III	2526	number	system equals arrival rate times average time in system	NOT-POINTER	FIRM	'average number in system' is a queueing-theory term of art
III	2527	time	system	NOT-POINTER	FIRM	'average time in system' is a queueing-theory term of art
III	2529	named	the title	POINTER	SOFT	offers 'the title' as where a result is named; the title is printed in the same entry, so self-locating (REVIEW-028 row 7)
III	2532	applicable	replacement with renewal theory implications	NOT-POINTER	FIRM	part of a cited work's title: 'applicable in replacement with renewal theory implications'
III	2564	read	full	NOT-POINTER	FIRM	manner: 'read in full'
III	2570	errors	equation (5	NOT-POINTER	FIRM	'two typesetting errors in equation (5)' locates errors in an equation named by number in the same clause
III	2580	occur	the article	NOT-POINTER	FIRM	'does not occur in the article' reports a word count over the cited article, which the entry names
III	2580	throughout	the empirical sense of detecting conservatism in data	NOT-POINTER	FIRM	'used throughout in the empirical sense' names a sense of a word
III	2581	conservatism	data	NOT-POINTER	FIRM	'detecting conservatism in data' names a medium of detection
III	2585	meagre	it and that their approximation error "cannot	NOT-POINTER	FIRM	topological: 'meagre in it', quoted with its section and page
III	2596	Read	full	NOT-POINTER	FIRM	manner: 'Read in full'
III	2606	coefficient	β ↔ γ	NOT-POINTER	FIRM	mathematical: 'symmetry of every systematic coefficient in beta <-> gamma'
III	2618	measured	terms of primary energy and GDP	NOT-POINTER	FIRM	part of a cited work's title: 'Energy intensity measured in terms of primary energy and GDP'
III	2624	verified	the published text at **p	NOT-POINTER	SOFT	substantively named by page number (p. 262) inside the window; REVIEW-028 marginal M6, an N1-N6 gap
III	2648	published	print 2009	NOT-POINTER	FIRM	temporal: 'first published in print 2009'
III	2664	Capital	the Twenty-First Century* (A	NOT-POINTER	FIRM	part of a cited work's title: '*Capital in the Twenty-First Century*'
III	2677	printed	the United States under a Britons Publishing Company	NOT-POINTER	FIRM	'printed in the United States' names a place of printing, a bibliographic fact
III	2681	appeared	1926”	NOT-POINTER	FIRM	temporal, inside a quotation: 'first appeared in 1926'
III	2682	is	the 1926 title	NOT-POINTER	FIRM	'the term is in the 1926 title' locates a term in a title dated in the same sentence
III	2685	not	the author's library	NOT-POINTER	FIRM	'not in the author's library' reports the absence of a physical copy
III	2685	made	the text	NOT-POINTER	SOFT	'no claim of priority is made in the text' is self-referential to this paper's own body
III	2688	present	one ranking	NOT-POINTER	FIRM	part of a cited work's title: 'when ties are present in one ranking'
III	2692	concentrates	the components Richardson	NOT-POINTER	FIRM	'concentrates in the components Richardson et al rank least reliable' locates an effect in a data partition
III	2699	live	the ✓	NOT-POINTER	SOFT	self-locating: 'the check-mark notes above', attached to the entries they describe in this same list
III	2713	and	one case an author's surname matched a different scholar entirely	NOT-POINTER	FIRM	'in one case' is a partitive over cases
III	2720	read	pre-publication and untypeset versions and cited as though they were the published	NOT-POINTER	FIRM	'read in pre-publication and untypeset versions' names a class of version
III	2722	read	rather than to the journal	NOT-POINTER	FIRM	'the working paper it was actually read in' — stranded preposition heading a relative clause
III	2724	read	the typeset article and its quoted sentence verified at p	NOT-POINTER	FIRM	'read in the typeset article' names a class of version; the page is cited in the same clause
III	2735	present	the author's library were being cited as the wrong object**	NOT-POINTER	FIRM	'books present in the author's library' reports physical possession
IV	11	code	the repository named in the data-availability statement	NOT-POINTER	SOFT	the target names its own locating site ('named in the data-availability statement'); the pointer work is row 283's
IV	11	named	the data-availability statement	POINTER	FIRM	offers 'the data-availability statement' as where the repository is named; REVIEW-028 row 8
IV	25	aggregates	order to recover behaviour is estimating the half that does not survive	NOT-POINTER	FIRM	idiomatic: 'aggregates in order to recover behaviour'
IV	36	works	the world cite both a stock-flow-consistent and a kinetic-exchange seed	NOT-POINTER	FIRM	'six works in the world' quantifies over a population of works
IV	77	panel	machine-readable form	NOT-POINTER	FIRM	'no firm-level panel in machine-readable form' names a format
IV	80	mandatory	the United States over a phase-in ending in 2011	NOT-POINTER	FIRM	'mandatory in the United States' names a jurisdiction
IV	81	ending	2011	NOT-POINTER	FIRM	temporal: 'a phase-in ending in 2011'
IV	117	established	the same run	NOT-POINTER	FIRM	'both ends of its scale established in the same run' — 'the same run' is fixed by REG-013 named in the same sentence; REVIEW-028 marginal M3
IV	129	still	this repository and still runs	NOT-POINTER	SOFT	'still in this repository and still runs' — the sentence explicitly delegates the record to Section 10, which is named in it, and 'this repository' is the container in hand
IV	195	diagonal	class space**	NOT-POINTER	FIRM	mathematical: 'diagonal in class space'
IV	219	stand	the relation the word *chain* asserts	NOT-POINTER	FIRM	'stand in the relation the word chain asserts' is idiomatic
IV	235	rejected	both universes in the same direction	NOT-POINTER	FIRM	'rejected in both universes' names the two samples
IV	235	universes	the same direction	NOT-POINTER	FIRM	'in the same direction' names a sign
IV	240	rejection	the section that makes the claim rather than only in its limitations	NOT-POINTER	SOFT	self-locating: 'the section that makes the claim' is a division of this paper
IV	241	only	its limitations	NOT-POINTER	SOFT	self-locating: 'its limitations' is this paper's own limitations section
IV	245	recognition	one class relates to recognition in another	NOT-POINTER	FIRM	'recognition in one class' locates an event in an asset class
IV	246	recognition	another	NOT-POINTER	FIRM	'recognition in another' locates an event in an asset class
IV	264	aggregation	economics says the opposite	NOT-POINTER	FIRM	'the best-established result about aggregation in economics' names a discipline
IV	273	answerable	one distinction	NOT-POINTER	FIRM	'answerable in one distinction' names a means of answering
IV	287	not	tension	NOT-POINTER	FIRM	idiomatic: 'not in tension'
IV	294	aggregates	order to recover behaviour is measuring the thing that does not survive	NOT-POINTER	FIRM	idiomatic: 'aggregates in order to recover behaviour'
IV	295	aggregates	order to recover stocks is measuring the thing that does	NOT-POINTER	FIRM	idiomatic: 'aggregates in order to recover stocks'
IV	300	aggregates	order to do behavioural inference	NOT-POINTER	FIRM	idiomatic: 'aggregates in order to do behavioural inference'
IV	304	SMD	practice has been to impose distributional restrictions on the population until the	NOT-POINTER	FIRM	'the response to SMD in practice' names a manner
IV	315	corpus	one sentence	NOT-POINTER	FIRM	'the thesis of this corpus in one sentence' names a compression, not a place
IV	333	firm-quarter	both universes	NOT-POINTER	FIRM	'in both universes' names the two samples
IV	365	units	the wrong hands	NOT-POINTER	FIRM	figurative: 'units in the wrong hands'
IV	368	jobs	one picture	NOT-POINTER	FIRM	'two jobs in one picture' names a figure at hand, doing two things
IV	370	smuggled	state information	NOT-POINTER	FIRM	'smuggled in state information' is a phrasal verb, not a location
IV	378	belong	the same paper**	NOT-POINTER	SOFT	self-locating: 'they belong in the same paper' is this paper
IV	395	fixed	the same run	NOT-POINTER	FIRM	'both ends fixed in the same run' names a run defined in the same passage; REVIEW-028 marginal M3's class
IV	397	named	the registration	POINTER	FIRM	offers 'the registration' as where seed works are named and names no registration; REVIEW-028 row 9
IV	402	split	half by seed index and measured against itself	NOT-POINTER	FIRM	'split in half by seed index' describes a partition
IV	409	is	any of the three economics audiences	NOT-POINTER	FIRM	'not one is in any of the three economics audiences' is set membership over a sample
IV	420	works	the world cite both a stock-flow-consistent seed and a kinetic-exchange seed	NOT-POINTER	FIRM	'six works in the world' quantifies over a population of works
IV	436	work	its tail is invisible here	NOT-POINTER	FIRM	'a bridging work in its tail' locates a work in a citation distribution
IV	444	stated	the registration before the numbers existed	POINTER	FIRM	offers 'the registration' as where something was stated before the numbers existed; REVIEW-028 row 10
IV	453	Everything	this section is one move	NOT-POINTER	SOFT	self-locating: 'Everything in this section' is the section in hand
IV	464	enemy	any of the three	NOT-POINTER	FIRM	'an enemy in any of the three' is idiomatic, over three literatures
IV	475	it	the same breath	NOT-POINTER	FIRM	idiomatic: 'bounds it in the same breath'; the section is cited by number in the same sentence
IV	481	models	which it does	NOT-POINTER	FIRM	'builds models in which it does' heads a relative clause
IV	484	closes	claims can still be open in the thing the claims are against	NOT-POINTER	FIRM	'a model whose accounting closes in claims' names the respect closure holds in
IV	484	open	the thing the claims are against	NOT-POINTER	FIRM	'open in the thing the claims are against' names a respect
IV	505	sentence	this paper would be different	NOT-POINTER	SOFT	self-referential: 'which sentence in this paper would be different'
IV	513	deferred	one and discarded in the other	NOT-POINTER	FIRM	'deferred in one and discarded in the other' names two scales under comparison
IV	513	discarded	the other	NOT-POINTER	FIRM	'discarded in the other' names the second scale
IV	518	fixed	advance	NOT-POINTER	FIRM	temporal: 'fixed in advance'
IV	523	is	the repository	NOT-POINTER	SOFT	'the draft itself is in the repository' — the path is given in backticks one clause later in the same sentence; formally bare only because wt160's twelve-word window stops at the comma
IV	537	atomism	the act	NOT-POINTER	FIRM	idiomatic: 'catches atomism in the act'
IV	551	false	the formalism the paper cited	NOT-POINTER	FIRM	'false in the formalism the paper cited' names a formal system
IV	553	folds	exactly the sense excess demand is	NOT-POINTER	FIRM	'folds in exactly the sense excess demand is' names a sense
IV	565	mis-specified	four ways and the run produced no usable answer in either direction	NOT-POINTER	FIRM	respect: 'mis-specified in four ways' — the hyphenated compound wt163's tokenisation guard was built for
IV	566	answer	either direction	NOT-POINTER	FIRM	'no usable answer in either direction' names a sign
IV	585	inequalities	the two counts then disagree about a single agent whose holding status	NOT-POINTER	FIRM	'the strict inequalities in the two counts' locates a condition in two computations described in the same passage
IV	685	universes	one pass and prints the 4.12× and 2.02× lifts	NOT-POINTER	FIRM	'runs both universes in one pass' names a manner of execution; the command is backticked in the same sentence
IV	696	is	this repository	NOT-POINTER	SOFT	'It is in this repository' — the subject is the backticked module path named two clauses earlier, and 'this repository' is the container in hand
IV	707	appears	two registration modules and Paper III names a third	NOT-POINTER	FIRM	'appears in two registration modules' is a count, not a location; REVIEW-028 marginal M4
IV	725	verified	the sessions that introduced them to Papers II or III	POINTER	FIRM	offers 'the sessions that introduced them' as where entries were verified; sessions are not openable artefacts. REVIEW-028 row 14, repaired by wt164
IV	752	Capital	the Twenty-First Century* (A	NOT-POINTER	FIRM	part of a cited work's title: '*Capital in the Twenty-First Century*'
